Date,Category,Amount,Description
2022-04-15,Electronics,1882.52,Electronics Expense
2022-04-16,Books,16.65,Books Expense
2022-04-17,Books,31.96,Books Expense
2022-04-17,Entertainment,136.48,Entertainment Expense
2022-04-18,Healthcare,46.15,Healthcare Expense
2022-04-18,Books,18.88,Books Expense
2022-04-19,Healthcare,137.1,Healthcare Expense
2022-04-20,Books,43.6,Books Expense
2022-04-20,Entertainment,216.18,Entertainment Expense
2022-04-20,Coffee,3.55,Coffee Expense
2022-04-21,Shopping,160.92,Shopping Expense
2022-04-21,Shopping,335.05,Shopping Expense
2022-04-21,Sports,51.0,Sports Expense
2022-04-21,Gifts,177.68,Gifts Expense
2022-04-22,Entertainment,82.84,Entertainment Expense
2022-04-22,Electronics,752.55,Electronics Expense
2022-04-24,Grocery,173.68,Grocery Expense
2022-04-25,Books,12.07,Books Expense
2022-04-25,Dining,41.74,Dining Expense
2022-04-25,Utilities,128.53,Utilities Expense
2022-04-26,Dining,140.04,Dining Expense
2022-04-26,Pets,53.2,Pets Expense
2022-04-27,Electronics,364.15,Electronics Expense
2022-04-28,Education,533.37,Education Expense
2022-04-28,Healthcare,95.23,Healthcare Expense
2022-04-28,Gifts,146.69,Gifts Expense
2022-04-30,Fitness,55.91,Fitness Expense
2022-04-30,Electronics,169.55,Electronics Expense
2022-05-01,Coffee,11.28,Coffee Expense
2022-05-01,Healthcare,333.04,Healthcare Expense
2022-05-01,Entertainment,281.28,Entertainment Expense
2022-05-02,Utilities,131.09,Utilities Expense
2022-05-03,Utilities,209.84,Utilities Expense
2022-05-04,Gifts,46.24,Gifts Expense
2022-05-04,Books,31.29,Books Expense
2022-05-04,Shopping,235.72,Shopping Expense
2022-05-05,Beauty,95.31,Beauty Expense
2022-05-05,Beauty,193.38,Beauty Expense
2022-05-05,Utilities,201.73,Utilities Expense
2022-05-07,Travel,2658.88,Travel Expense
2022-05-07,Housing,1470.89,Housing Expense
2022-05-08,Housing,2895.24,Housing Expense
2022-05-09,Beauty,136.88,Beauty Expense
2022-05-09,Food,132.62,Food Expense
2022-05-09,Travel,4112.63,Travel Expense
2022-05-10,Pets,95.79,Pets Expense
2022-05-11,Pets,68.27,Pets Expense
2022-05-12,Sports,50.65,Sports Expense
2022-05-13,Grocery,123.1,Grocery Expense
2022-05-14,Shopping,456.74,Shopping Expense
2022-05-14,Housing,824.76,Housing Expense
2022-05-14,Utilities,256.58,Utilities Expense
2022-05-14,Housing,1564.81,Housing Expense
2022-05-14,Education,847.75,Education Expense
2022-05-15,Pets,22.84,Pets Expense
2022-05-15,Pets,12.64,Pets Expense
2022-05-16,Grocery,79.65,Grocery Expense
2022-05-20,Clothing,291.56,Clothing Expense
2022-05-22,Education,92.81,Education Expense
2022-05-22,Entertainment,25.77,Entertainment Expense
2022-05-22,Beauty,94.48,Beauty Expense
2022-05-23,Healthcare,435.6,Healthcare Expense
2022-05-24,Food,88.41,Food Expense
2022-05-24,Utilities,110.25,Utilities Expense
2022-05-25,Beauty,86.95,Beauty Expense
2022-05-25,Electronics,1209.62,Electronics Expense
2022-05-26,Coffee,4.21,Coffee Expense
2022-05-26,Clothing,118.16,Clothing Expense
2022-05-26,Travel,2955.66,Travel Expense
2022-05-27,Utilities,285.28,Utilities Expense
2022-05-27,Entertainment,26.59,Entertainment Expense
2022-05-28,Pets,47.79,Pets Expense
2022-05-29,Dining,51.31,Dining Expense
2022-05-29,Travel,4144.61,Travel Expense
2022-05-29,Food,114.71,Food Expense
2022-05-30,Pets,93.66,Pets Expense
2022-06-01,Pets,81.93,Pets Expense
2022-06-02,Shopping,214.67,Shopping Expense
2022-06-02,Fitness,56.99,Fitness Expense
2022-06-02,Coffee,7.83,Coffee Expense
2022-06-02,Pets,57.36,Pets Expense
2022-06-03,Shopping,204.29,Shopping Expense
2022-06-03,Pets,35.61,Pets Expense
2022-06-03,Travel,1641.01,Travel Expense
2022-06-03,Electronics,460.42,Electronics Expense
2022-06-04,Books,18.22,Books Expense
2022-06-05,Books,19.16,Books Expense
2022-06-05,Food,59.52,Food Expense
2022-06-05,Shopping,145.21,Shopping Expense
2022-06-06,Coffee,3.01,Coffee Expense
2022-06-06,Dining,120.05,Dining Expense
2022-06-07,Fitness,107.48,Fitness Expense
2022-06-07,Beauty,101.06,Beauty Expense
2022-06-08,Grocery,172.43,Grocery Expense
2022-06-10,Healthcare,109.7,Healthcare Expense
2022-06-11,Healthcare,128.75,Healthcare Expense
2022-06-11,Healthcare,248.12,Healthcare Expense
2022-06-11,Grocery,55.0,Grocery Expense
2022-06-12,Food,16.09,Food Expense
2022-06-14,Utilities,197.2,Utilities Expense
2022-06-15,Dining,126.12,Dining Expense
2022-06-15,Grocery,161.56,Grocery Expense
2022-06-16,Entertainment,158.29,Entertainment Expense
2022-06-16,Transportation,35.85,Transportation Expense
2022-06-17,Fitness,138.42,Fitness Expense
2022-06-19,Education,422.41,Education Expense
2022-06-19,Entertainment,220.55,Entertainment Expense
2022-06-20,Books,18.77,Books Expense
2022-06-20,Beauty,168.7,Beauty Expense
2022-06-20,Books,11.85,Books Expense
2022-06-21,Sports,71.14,Sports Expense
2022-06-22,Fitness,42.27,Fitness Expense
2022-06-22,Food,77.45,Food Expense
2022-06-23,Gifts,30.33,Gifts Expense
2022-06-25,Shopping,459.76,Shopping Expense
2022-06-25,Dining,147.47,Dining Expense
2022-06-26,Travel,4562.08,Travel Expense
2022-06-26,Coffee,11.94,Coffee Expense
2022-06-27,Housing,2496.86,Housing Expense
2022-06-29,Education,90.51,Education Expense
2022-06-29,Housing,2351.06,Housing Expense
2022-06-30,Dining,44.53,Dining Expense
2022-06-30,Healthcare,181.28,Healthcare Expense
2022-06-30,Utilities,111.24,Utilities Expense
2022-07-01,Gifts,156.55,Gifts Expense
2022-07-02,Clothing,113.07,Clothing Expense
2022-07-02,Clothing,266.93,Clothing Expense
2022-07-02,Clothing,285.0,Clothing Expense
2022-07-03,Food,133.42,Food Expense
2022-07-03,Grocery,72.8,Grocery Expense
2022-07-04,Gifts,78.19,Gifts Expense
2022-07-05,Travel,4137.29,Travel Expense
2022-07-06,Travel,1936.6,Travel Expense
2022-07-06,Education,166.93,Education Expense
2022-07-07,Shopping,238.37,Shopping Expense
2022-07-07,Clothing,103.3,Clothing Expense
2022-07-07,Entertainment,296.03,Entertainment Expense
2022-07-08,Pets,22.83,Pets Expense
2022-07-08,Travel,206.06,Travel Expense
2022-07-08,Grocery,115.06,Grocery Expense
2022-07-09,Dining,117.75,Dining Expense
2022-07-09,Education,400.63,Education Expense
2022-07-09,Gifts,172.13,Gifts Expense
2022-07-11,Clothing,45.02,Clothing Expense
2022-07-13,Books,47.15,Books Expense
2022-07-14,Pets,46.19,Pets Expense
2022-07-15,Pets,50.62,Pets Expense
2022-07-16,Grocery,106.81,Grocery Expense
2022-07-16,Pets,68.21,Pets Expense
2022-07-17,Pets,46.27,Pets Expense
2022-07-18,Education,859.04,Education Expense
2022-07-18,Clothing,184.4,Clothing Expense
2022-07-19,Shopping,148.02,Shopping Expense
2022-07-20,Education,366.76,Education Expense
2022-07-20,Utilities,275.19,Utilities Expense
2022-07-20,Food,141.6,Food Expense
2022-07-21,Coffee,14.84,Coffee Expense
2022-07-21,Coffee,13.71,Coffee Expense
2022-07-23,Shopping,294.19,Shopping Expense
2022-07-24,Sports,115.97,Sports Expense
2022-07-25,Entertainment,257.17,Entertainment Expense
2022-07-25,Books,23.85,Books Expense
2022-07-26,Healthcare,198.15,Healthcare Expense
2022-07-27,Transportation,43.18,Transportation Expense
2022-07-28,Healthcare,227.62,Healthcare Expense
2022-07-28,Beauty,170.81,Beauty Expense
2022-07-29,Clothing,40.69,Clothing Expense
2022-07-29,Utilities,159.6,Utilities Expense
2022-07-29,Pets,33.81,Pets Expense
2022-07-30,Books,17.55,Books Expense
2022-07-31,Education,733.14,Education Expense
2022-07-31,Gifts,178.98,Gifts Expense
2022-08-01,Education,446.34,Education Expense
2022-08-01,Entertainment,280.17,Entertainment Expense
2022-08-01,Beauty,84.52,Beauty Expense
2022-08-03,Food,22.26,Food Expense
2022-08-05,Housing,946.3,Housing Expense
2022-08-06,Transportation,57.6,Transportation Expense
2022-08-06,Gifts,101.53,Gifts Expense
2022-08-06,Clothing,136.43,Clothing Expense
2022-08-07,Shopping,431.1,Shopping Expense
2022-08-07,Healthcare,214.23,Healthcare Expense
2022-08-09,Beauty,148.22,Beauty Expense
2022-08-10,Grocery,129.36,Grocery Expense
2022-08-10,Travel,829.07,Travel Expense
2022-08-10,Utilities,61.56,Utilities Expense
2022-08-11,Education,857.2,Education Expense
2022-08-12,Books,44.78,Books Expense
2022-08-12,Coffee,3.57,Coffee Expense
2022-08-12,Entertainment,66.38,Entertainment Expense
2022-08-12,Electronics,1033.22,Electronics Expense
2022-08-14,Healthcare,456.58,Healthcare Expense
2022-08-14,Utilities,67.84,Utilities Expense
2022-08-14,Gifts,100.66,Gifts Expense
2022-08-15,Education,810.02,Education Expense
2022-08-15,Food,62.21,Food Expense
2022-08-15,Pets,61.72,Pets Expense
2022-08-17,Fitness,94.18,Fitness Expense
2022-08-18,Transportation,45.32,Transportation Expense
2022-08-18,Gifts,131.77,Gifts Expense
2022-08-19,Housing,1876.11,Housing Expense
2022-08-19,Transportation,40.06,Transportation Expense
2022-08-20,Electronics,1792.31,Electronics Expense
2022-08-20,Gifts,170.05,Gifts Expense
2022-08-20,Fitness,83.49,Fitness Expense
2022-08-22,Books,36.08,Books Expense
2022-08-22,Grocery,183.76,Grocery Expense
2022-08-23,Shopping,493.87,Shopping Expense
2022-08-23,Entertainment,274.46,Entertainment Expense
2022-08-24,Pets,91.69,Pets Expense
2022-08-25,Clothing,113.69,Clothing Expense
2022-08-26,Gifts,180.59,Gifts Expense
2022-08-27,Electronics,572.13,Electronics Expense
2022-08-28,Travel,272.75,Travel Expense
2022-08-28,Sports,103.39,Sports Expense
2022-08-28,Books,40.57,Books Expense
2022-08-28,Entertainment,101.08,Entertainment Expense
2022-08-29,Books,47.02,Books Expense
2022-08-29,Entertainment,65.25,Entertainment Expense
2022-08-29,Grocery,141.39,Grocery Expense
2022-08-31,Food,93.34,Food Expense
2022-08-31,Food,110.7,Food Expense
2022-09-01,Housing,1655.21,Housing Expense
2022-09-01,Electronics,657.62,Electronics Expense
2022-09-01,Food,108.51,Food Expense
2022-09-02,Fitness,128.27,Fitness Expense
2022-09-02,Shopping,25.91,Shopping Expense
2022-09-03,Pets,26.58,Pets Expense
2022-09-03,Books,28.58,Books Expense
2022-09-04,Pets,92.53,Pets Expense
2022-09-04,Shopping,439.32,Shopping Expense
2022-09-04,Healthcare,399.96,Healthcare Expense
2022-09-04,Pets,17.56,Pets Expense
2022-09-05,Clothing,150.75,Clothing Expense
2022-09-06,Beauty,183.93,Beauty Expense
2022-09-06,Healthcare,333.36,Healthcare Expense
2022-09-09,Books,22.93,Books Expense
2022-09-09,Utilities,206.29,Utilities Expense
2022-09-09,Entertainment,23.65,Entertainment Expense
2022-09-10,Entertainment,169.82,Entertainment Expense
2022-09-11,Utilities,217.29,Utilities Expense
2022-09-12,Food,76.94,Food Expense
2022-09-13,Electronics,710.9,Electronics Expense
2022-09-14,Sports,80.44,Sports Expense
2022-09-14,Education,712.1,Education Expense
2022-09-14,Housing,2476.01,Housing Expense
2022-09-14,Beauty,50.52,Beauty Expense
2022-09-16,Beauty,23.71,Beauty Expense
2022-09-16,Pets,48.33,Pets Expense
2022-09-16,Sports,184.61,Sports Expense
2022-09-18,Education,368.38,Education Expense
2022-09-19,Coffee,7.2,Coffee Expense
2022-09-20,Coffee,6.79,Coffee Expense
2022-09-20,Pets,30.34,Pets Expense
2022-09-20,Clothing,99.42,Clothing Expense
2022-09-21,Clothing,67.56,Clothing Expense
2022-09-21,Entertainment,272.96,Entertainment Expense
2022-09-22,Beauty,38.3,Beauty Expense
2022-09-23,Shopping,234.56,Shopping Expense
2022-09-23,Gifts,150.79,Gifts Expense
2022-09-24,Dining,31.03,Dining Expense
2022-09-26,Education,517.19,Education Expense
2022-09-27,Dining,180.55,Dining Expense
2022-09-29,Sports,54.7,Sports Expense
2022-09-29,Coffee,9.36,Coffee Expense
2022-09-30,Clothing,234.71,Clothing Expense
2022-09-30,Pets,78.68,Pets Expense
2022-10-01,Transportation,26.88,Transportation Expense
2022-10-01,Dining,113.24,Dining Expense
2022-10-03,Food,128.48,Food Expense
2022-10-03,Entertainment,76.39,Entertainment Expense
2022-10-03,Sports,187.77,Sports Expense
2022-10-04,Healthcare,200.28,Healthcare Expense
2022-10-05,Transportation,45.17,Transportation Expense
2022-10-05,Transportation,57.88,Transportation Expense
2022-10-05,Coffee,11.83,Coffee Expense
2022-10-07,Food,14.14,Food Expense
2022-10-07,Shopping,228.66,Shopping Expense
2022-10-08,Clothing,258.09,Clothing Expense
2022-10-08,Fitness,73.13,Fitness Expense
2022-10-09,Dining,193.07,Dining Expense
2022-10-10,Coffee,13.8,Coffee Expense
2022-10-10,Grocery,172.61,Grocery Expense
2022-10-10,Gifts,187.16,Gifts Expense
2022-10-11,Coffee,11.39,Coffee Expense
2022-10-12,Education,800.1,Education Expense
2022-10-13,Books,24.29,Books Expense
2022-10-14,Gifts,190.61,Gifts Expense
2022-10-14,Healthcare,156.0,Healthcare Expense
2022-10-15,Shopping,383.7,Shopping Expense
2022-10-15,Food,34.1,Food Expense
2022-10-15,Healthcare,94.43,Healthcare Expense
2022-10-16,Clothing,162.02,Clothing Expense
2022-10-17,Utilities,132.05,Utilities Expense
2022-10-17,Utilities,189.67,Utilities Expense
2022-10-17,Food,115.69,Food Expense
2022-10-18,Food,127.25,Food Expense
2022-10-18,Grocery,147.53,Grocery Expense
2022-10-18,Pets,80.95,Pets Expense
2022-10-18,Gifts,87.19,Gifts Expense
2022-10-20,Shopping,355.28,Shopping Expense
2022-10-20,Pets,10.29,Pets Expense
2022-10-21,Dining,140.09,Dining Expense
2022-10-21,Utilities,77.77,Utilities Expense
2022-10-22,Clothing,138.54,Clothing Expense
2022-10-25,Entertainment,113.75,Entertainment Expense
2022-10-25,Books,24.37,Books Expense
2022-10-26,Housing,1957.21,Housing Expense
2022-10-26,Utilities,175.53,Utilities Expense
2022-10-28,Books,30.92,Books Expense
2022-10-28,Shopping,223.96,Shopping Expense
2022-10-29,Pets,54.35,Pets Expense
2022-10-29,Sports,55.05,Sports Expense
2022-10-29,Grocery,117.5,Grocery Expense
2022-10-30,Shopping,471.94,Shopping Expense
2022-10-30,Utilities,190.67,Utilities Expense
2022-10-30,Books,48.07,Books Expense
2022-11-01,Gifts,57.23,Gifts Expense
2022-11-01,Shopping,317.94,Shopping Expense
2022-11-02,Healthcare,233.33,Healthcare Expense
2022-11-03,Clothing,253.04,Clothing Expense
2022-11-03,Shopping,336.51,Shopping Expense
2022-11-05,Shopping,322.74,Shopping Expense
2022-11-06,Clothing,140.13,Clothing Expense
2022-11-06,Food,21.79,Food Expense
2022-11-07,Shopping,376.12,Shopping Expense
2022-11-08,Travel,2455.1,Travel Expense
2022-11-09,Pets,26.98,Pets Expense
2022-11-09,Electronics,1947.57,Electronics Expense
2022-11-09,Pets,30.02,Pets Expense
2022-11-11,Entertainment,197.56,Entertainment Expense
2022-11-12,Grocery,61.89,Grocery Expense
2022-11-14,Travel,1181.58,Travel Expense
2022-11-17,Dining,124.21,Dining Expense
2022-11-17,Sports,118.09,Sports Expense
2022-11-17,Clothing,121.45,Clothing Expense
2022-11-18,Books,42.55,Books Expense
2022-11-18,Beauty,37.13,Beauty Expense
2022-11-19,Books,26.02,Books Expense
2022-11-19,Gifts,118.04,Gifts Expense
2022-11-20,Entertainment,293.33,Entertainment Expense
2022-11-21,Grocery,135.58,Grocery Expense
2022-11-21,Healthcare,183.71,Healthcare Expense
2022-11-21,Coffee,14.69,Coffee Expense
2022-11-21,Housing,1006.33,Housing Expense
2022-11-22,Transportation,63.03,Transportation Expense
2022-11-23,Utilities,245.12,Utilities Expense
2022-11-23,Pets,58.7,Pets Expense
2022-11-23,Education,942.16,Education Expense
2022-11-24,Sports,180.63,Sports Expense
2022-11-24,Food,128.55,Food Expense
2022-11-25,Education,909.59,Education Expense
2022-11-25,Books,39.93,Books Expense
2022-11-25,Travel,673.17,Travel Expense
2022-11-25,Travel,4020.85,Travel Expense
2022-11-26,Books,22.77,Books Expense
2022-11-26,Utilities,225.66,Utilities Expense
2022-11-27,Fitness,53.64,Fitness Expense
2022-11-28,Travel,2122.03,Travel Expense
2022-11-28,Coffee,11.98,Coffee Expense
2022-11-30,Utilities,278.23,Utilities Expense
2022-12-01,Utilities,108.32,Utilities Expense
2022-12-02,Housing,2471.99,Housing Expense
2022-12-02,Education,366.3,Education Expense
2022-12-02,Utilities,262.82,Utilities Expense
2022-12-03,Coffee,11.83,Coffee Expense
2022-12-03,Food,11.73,Food Expense
2022-12-04,Books,30.48,Books Expense
2022-12-04,Transportation,38.27,Transportation Expense
2022-12-05,Housing,2621.68,Housing Expense
2022-12-05,Housing,2216.36,Housing Expense
2022-12-08,Pets,89.5,Pets Expense
2022-12-09,Food,91.18,Food Expense
2022-12-09,Dining,181.6,Dining Expense
2022-12-09,Gifts,70.71,Gifts Expense
2022-12-10,Dining,114.78,Dining Expense
2022-12-10,Shopping,57.39,Shopping Expense
2022-12-11,Housing,1189.5,Housing Expense
2022-12-11,Transportation,30.39,Transportation Expense
2022-12-12,Travel,4226.92,Travel Expense
2022-12-14,Gifts,174.95,Gifts Expense
2022-12-14,Housing,1381.02,Housing Expense
2022-12-14,Shopping,236.92,Shopping Expense
2022-12-15,Sports,23.43,Sports Expense
2022-12-15,Entertainment,131.35,Entertainment Expense
2022-12-15,Entertainment,137.33,Entertainment Expense
2022-12-15,Sports,113.71,Sports Expense
2022-12-16,Healthcare,273.72,Healthcare Expense
2022-12-17,Gifts,23.15,Gifts Expense
2022-12-17,Travel,1820.49,Travel Expense
2022-12-18,Transportation,27.78,Transportation Expense
2022-12-18,Healthcare,443.68,Healthcare Expense
2022-12-18,Education,939.27,Education Expense
2022-12-19,Food,93.68,Food Expense
2022-12-19,Pets,16.92,Pets Expense
2022-12-21,Pets,73.67,Pets Expense
2022-12-21,Education,150.8,Education Expense
2022-12-22,Clothing,229.23,Clothing Expense
2022-12-22,Utilities,65.34,Utilities Expense
2022-12-22,Grocery,164.32,Grocery Expense
2022-12-23,Sports,198.39,Sports Expense
2022-12-23,Coffee,5.82,Coffee Expense
2022-12-27,Clothing,171.62,Clothing Expense
2022-12-28,Beauty,183.02,Beauty Expense
2022-12-29,Gifts,161.85,Gifts Expense
2022-12-30,Dining,98.36,Dining Expense
2022-12-30,Coffee,6.2,Coffee Expense
2022-12-31,Beauty,158.47,Beauty Expense
2023-01-01,Entertainment,89.12,Entertainment Expense
2023-01-01,Electronics,1147.1,Electronics Expense
2023-01-02,Pets,97.72,Pets Expense
2023-01-03,Fitness,145.92,Fitness Expense
2023-01-04,Travel,4493.31,Travel Expense
2023-01-05,Fitness,103.16,Fitness Expense
2023-01-06,Gifts,31.91,Gifts Expense
2023-01-06,Grocery,56.65,Grocery Expense
2023-01-06,Coffee,8.68,Coffee Expense
2023-01-07,Dining,117.68,Dining Expense
2023-01-08,Healthcare,142.43,Healthcare Expense
2023-01-09,Beauty,31.06,Beauty Expense
2023-01-09,Clothing,120.62,Clothing Expense
2023-01-12,Utilities,287.05,Utilities Expense
2023-01-13,Fitness,99.07,Fitness Expense
2023-01-15,Pets,77.87,Pets Expense
2023-01-17,Entertainment,271.76,Entertainment Expense
2023-01-17,Books,21.6,Books Expense
2023-01-18,Clothing,283.43,Clothing Expense
2023-01-18,Healthcare,215.66,Healthcare Expense
2023-01-18,Dining,188.09,Dining Expense
2023-01-19,Beauty,197.03,Beauty Expense
2023-01-19,Healthcare,131.64,Healthcare Expense
2023-01-19,Grocery,71.14,Grocery Expense
2023-01-20,Gifts,191.38,Gifts Expense
2023-01-21,Books,44.52,Books Expense
2023-01-21,Shopping,350.39,Shopping Expense
2023-01-23,Transportation,48.56,Transportation Expense
2023-01-25,Utilities,131.27,Utilities Expense
2023-01-25,Dining,111.0,Dining Expense
2023-01-27,Transportation,56.29,Transportation Expense
2023-01-28,Transportation,41.25,Transportation Expense
2023-01-29,Dining,171.41,Dining Expense
2023-01-30,Grocery,189.94,Grocery Expense
2023-01-31,Healthcare,472.11,Healthcare Expense
2023-01-31,Coffee,6.32,Coffee Expense
2023-01-31,Clothing,98.48,Clothing Expense
2023-02-01,Fitness,140.84,Fitness Expense
2023-02-02,Transportation,55.43,Transportation Expense
2023-02-02,Fitness,135.75,Fitness Expense
2023-02-04,Shopping,425.4,Shopping Expense
2023-02-04,Food,129.72,Food Expense
2023-02-04,Gifts,21.8,Gifts Expense
2023-02-05,Grocery,127.54,Grocery Expense
2023-02-06,Beauty,175.26,Beauty Expense
2023-02-07,Beauty,89.03,Beauty Expense
2023-02-07,Pets,15.52,Pets Expense
2023-02-08,Travel,2806.1,Travel Expense
2023-02-10,Electronics,446.98,Electronics Expense
2023-02-10,Travel,1564.09,Travel Expense
2023-02-10,Housing,1607.92,Housing Expense
2023-02-10,Transportation,24.99,Transportation Expense
2023-02-11,Clothing,225.03,Clothing Expense
2023-02-11,Pets,32.64,Pets Expense
2023-02-12,Entertainment,34.15,Entertainment Expense
2023-02-12,Utilities,268.18,Utilities Expense
2023-02-12,Gifts,149.96,Gifts Expense
2023-02-12,Sports,180.2,Sports Expense
2023-02-12,Electronics,1630.73,Electronics Expense
2023-02-14,Food,118.85,Food Expense
2023-02-14,Coffee,6.69,Coffee Expense
2023-02-15,Transportation,57.32,Transportation Expense
2023-02-15,Utilities,112.23,Utilities Expense
2023-02-16,Beauty,182.17,Beauty Expense
2023-02-18,Transportation,81.37,Transportation Expense
2023-02-18,Transportation,28.45,Transportation Expense
2023-02-18,Travel,847.78,Travel Expense
2023-02-18,Electronics,577.56,Electronics Expense
2023-02-18,Sports,164.69,Sports Expense
2023-02-19,Sports,169.95,Sports Expense
2023-02-19,Beauty,157.16,Beauty Expense
2023-02-20,Coffee,12.16,Coffee Expense
2023-02-20,Transportation,56.06,Transportation Expense
2023-02-22,Coffee,13.81,Coffee Expense
2023-02-24,Electronics,1119.29,Electronics Expense
2023-02-24,Healthcare,149.43,Healthcare Expense
2023-02-25,Books,49.52,Books Expense
2023-02-26,Grocery,154.25,Grocery Expense
2023-02-26,Pets,48.2,Pets Expense
2023-02-26,Sports,107.9,Sports Expense
2023-02-28,Electronics,429.72,Electronics Expense
2023-02-28,Healthcare,184.81,Healthcare Expense
2023-02-28,Entertainment,105.63,Entertainment Expense
2023-03-01,Books,38.89,Books Expense
2023-03-02,Shopping,53.88,Shopping Expense
2023-03-03,Housing,911.34,Housing Expense
2023-03-05,Food,117.49,Food Expense
2023-03-05,Grocery,71.58,Grocery Expense
2023-03-05,Dining,74.86,Dining Expense
2023-03-06,Utilities,190.86,Utilities Expense
2023-03-06,Housing,1207.08,Housing Expense
2023-03-06,Books,28.19,Books Expense
2023-03-06,Fitness,110.48,Fitness Expense
2023-03-06,Healthcare,242.16,Healthcare Expense
2023-03-08,Fitness,39.45,Fitness Expense
2023-03-08,Housing,1533.6,Housing Expense
2023-03-08,Books,14.72,Books Expense
2023-03-09,Education,495.67,Education Expense
2023-03-10,Electronics,1693.1,Electronics Expense
2023-03-11,Shopping,465.5,Shopping Expense
2023-03-12,Coffee,10.65,Coffee Expense
2023-03-12,Fitness,77.59,Fitness Expense
2023-03-13,Electronics,1637.69,Electronics Expense
2023-03-14,Transportation,44.18,Transportation Expense
2023-03-14,Travel,584.96,Travel Expense
2023-03-15,Electronics,458.0,Electronics Expense
2023-03-16,Beauty,175.63,Beauty Expense
2023-03-16,Beauty,153.07,Beauty Expense
2023-03-16,Education,899.25,Education Expense
2023-03-16,Books,18.78,Books Expense
2023-03-16,Pets,33.83,Pets Expense
2023-03-18,Food,135.95,Food Expense
2023-03-19,Transportation,97.69,Transportation Expense
2023-03-21,Books,37.48,Books Expense
2023-03-21,Gifts,49.53,Gifts Expense
2023-03-21,Books,49.06,Books Expense
2023-03-23,Utilities,177.02,Utilities Expense
2023-03-23,Housing,1521.41,Housing Expense
2023-03-24,Fitness,74.76,Fitness Expense
2023-03-25,Housing,2999.56,Housing Expense
2023-03-26,Pets,89.46,Pets Expense
2023-03-27,Fitness,87.02,Fitness Expense
2023-03-27,Education,750.59,Education Expense
2023-03-27,Healthcare,69.92,Healthcare Expense
2023-03-27,Education,940.06,Education Expense
2023-03-27,Coffee,4.32,Coffee Expense
2023-03-28,Education,807.47,Education Expense
2023-03-28,Entertainment,57.25,Entertainment Expense
2023-03-29,Fitness,125.54,Fitness Expense
2023-03-29,Travel,1034.41,Travel Expense
2023-03-30,Fitness,87.78,Fitness Expense
2023-04-03,Transportation,73.86,Transportation Expense
2023-04-03,Books,47.66,Books Expense
2023-04-03,Grocery,38.43,Grocery Expense
2023-04-04,Electronics,237.42,Electronics Expense
2023-04-04,Education,287.21,Education Expense
2023-04-05,Grocery,103.13,Grocery Expense
2023-04-05,Fitness,41.39,Fitness Expense
2023-04-05,Entertainment,95.65,Entertainment Expense
2023-04-07,Grocery,99.58,Grocery Expense
2023-04-07,Food,146.5,Food Expense
2023-04-07,Clothing,57.6,Clothing Expense
2023-04-09,Grocery,128.12,Grocery Expense
2023-04-09,Grocery,98.1,Grocery Expense
2023-04-10,Shopping,199.45,Shopping Expense
2023-04-10,Gifts,170.53,Gifts Expense
2023-04-12,Electronics,654.04,Electronics Expense
2023-04-13,Sports,21.98,Sports Expense
2023-04-13,Electronics,1187.13,Electronics Expense
2023-04-14,Electronics,613.27,Electronics Expense
2023-04-14,Food,147.51,Food Expense
2023-04-14,Entertainment,153.26,Entertainment Expense
2023-04-15,Grocery,94.17,Grocery Expense
2023-04-15,Housing,2834.92,Housing Expense
2023-04-15,Clothing,77.63,Clothing Expense
2023-04-16,Healthcare,476.54,Healthcare Expense
2023-04-19,Clothing,71.98,Clothing Expense
2023-04-20,Travel,899.23,Travel Expense
2023-04-22,Shopping,276.27,Shopping Expense
2023-04-23,Transportation,66.4,Transportation Expense
2023-04-23,Shopping,455.87,Shopping Expense
2023-04-24,Coffee,3.32,Coffee Expense
2023-04-24,Education,244.54,Education Expense
2023-04-25,Books,42.04,Books Expense
2023-04-26,Transportation,73.02,Transportation Expense
2023-04-28,Fitness,51.47,Fitness Expense
2023-04-30,Electronics,1140.93,Electronics Expense
2023-05-01,Shopping,112.41,Shopping Expense
2023-05-01,Gifts,179.49,Gifts Expense
2023-05-01,Fitness,122.92,Fitness Expense
2023-05-02,Travel,907.49,Travel Expense
2023-05-02,Gifts,186.35,Gifts Expense
2023-05-02,Fitness,100.27,Fitness Expense
2023-05-03,Education,671.92,Education Expense
2023-05-04,Entertainment,32.63,Entertainment Expense
2023-05-05,Coffee,11.52,Coffee Expense
2023-05-05,Beauty,49.79,Beauty Expense
2023-05-05,Healthcare,338.03,Healthcare Expense
2023-05-05,Electronics,429.92,Electronics Expense
2023-05-06,Dining,73.76,Dining Expense
2023-05-07,Books,10.22,Books Expense
2023-05-07,Housing,1975.71,Housing Expense
2023-05-08,Grocery,140.56,Grocery Expense
2023-05-09,Housing,1126.74,Housing Expense
2023-05-09,Utilities,276.19,Utilities Expense
2023-05-09,Food,93.71,Food Expense
2023-05-10,Books,31.4,Books Expense
2023-05-10,Shopping,47.57,Shopping Expense
2023-05-10,Travel,3159.58,Travel Expense
2023-05-11,Housing,2011.22,Housing Expense
2023-05-12,Dining,97.42,Dining Expense
2023-05-15,Beauty,133.85,Beauty Expense
2023-05-16,Utilities,102.76,Utilities Expense
2023-05-17,Gifts,190.01,Gifts Expense
2023-05-18,Sports,130.22,Sports Expense
